id;book_id;publisher_id;lang_id;isbn;year;pages
471c4fcc-5dc1-4e0e-a045-43ce9f7272de;30eaf5cb-d18f-47f0-8b2b-1756d3849670;60b13253-65f3-4c75-9135-fcf04ca9a922;5739de05-4939-47c9-baaa-667e8e3b77e5;978-5-8459-2051-5;2017;
